Nr;Titel;Original Titel;Platte;Pfad;Hinzugefügt;Gesehen;Jahr;FSK;Dauer;Auflösung;Größe in MB;Land;IMDB Wertung;IMDB Anzahl;Tomatometer;Metascore;Genres;Kommentar;Oscar gewonnen;Oscar nominiert;GoldenGlobe;BAFTA
11039;"Weiße Feder, Die";"White Feather (Englischer Titel)";[HD Eastern+Western];X:\HD-Western-1900-1959\Weiße Feder, Die (1955, FSK6, 1920x752).mkv;23.04.2019;;1955;6;102;1080p;6717;"USA";6,5;793;0;0;"Western Geschichte ";"";0;0;0;0
3855;"Weiße Hai, Der";"Jaws";[HD 1971-1979];X:\1975\Weiße Hai, Der (1975, FSK16, 1920x1080) 3D.mkv;20.06.2016;;1975;16;98;1080p;17408;"USA";8,0;423398;0;0;"Thriller Horror Drama Abenteuer ";"";03;01;01;01
68;"Weiße Hai, Der";"Jaws";[HD 1971-1979];X:\1975\Weiße Hai, Der (1975, FSK16, 1920x816).mkv;02.02.2015;;1975;16;124;1080p;11468;"USA";8,0;493017;0;87;"Abenteuer Drama Thriller ";"";03;01;01;01
5957;"Weiße Jungs bringen's nicht";"White Men Can't Jump";[HD 1992-1995];X:\1992\Weiße Jungs bringen's nicht (1992, FSK12, 1920x1040).mkv;09.04.2017;;1992;12;116;1080p;9113;"USA";6,7;61267;0;0;"Drama Komödie Sport ";"";0;0;0;0
90;"Weiße Löwe, Der";"";[HD 2010(G-Z)-2011(A-F)];X:\2010(N-Z)\Weiße Löwe, Der (2010, FSK, 1920x1080) 3D.mkv;02.02.2015;;2010;6;88;1080p;10752;"Süd-Afrika";6,7;791;0;0;"Drama Familie ";"";0;0;0;0
7015;"Weiße Löwe, Der";"";[HD 2010(G-Z)-2011(A-F)];X:\2010(N-Z)\Weiße Löwe, Der (2010, FSK6, 1920x1080).mkv;17.09.2017;;2010;6;88;1080p;11776;"Süd-Afrika";6,7;733;0;0;"Drama Familie ";"";0;0;0;0
3789;"Weiße Rose, Die";"";[HD 1980-1986];X:\1982\Weiße Rose, Die (1982, FSK12, 1792x1080).mkv;13.06.2016;;1982;12;124;1080p;8949;"West-Deutschland";7,2;715;0;0;"Thriller Drama Krieg Krimi Geschichte Biographie ";"";0;0;0;0
12217;"Weiße Schlange, Die";"The White Snake (Englischer Titel)";[Kinder-Filme+Trick];X:\Märchen\Weiße Schlange, Die (2015, FSK6, 1280x716).mkv;30.12.2019;;2015;6;90;720p;2027;"Deutschland";6,2;78;0;0;"Drama Fantasy Familie Liebe ";"";0;0;0;0
12027;"Weiße Weihnachten";"White Christmas (Englischer Titel)";[Gemischt-01+Anime];X:\1950-1959\Weiße Weihnachten (1954, FSK12, 1920x1080).mkv;11.11.2019;;1954;12;120;1080p;10055;"USA";7,6;28711;77;0;"Komödie Liebe Musical Weihnachten ";"";0;01;0;0
2522;"Weiße Wölfe";"Weisse Wölfe";[HD Eastern+Western];X:\HD-Western-Collections\DDR-Western\Weiße Wölfe (1969, FSK12, 1920x816).mkv;17.11.2015;;1969;12;101;1080p;5601;"Ost-Deutschland";6,0;212;0;0;"Drama Western Geschichte ";"";0;0;0;0
10552;"Weiße Zauberpferd, Das";"";[HD 1992-1995];X:\1992\Weiße Zauberpferd, Das (1992, FSK6, 1920x1078).mkv;21.01.2019;;1992;6;97;1080p;5765;"Irland";7,0;2470;0;71;"Abenteuer Fantasy Familie ";"";0;0;0;0
5278;"Weißer Oleander";"White Oleander";[HD 1996-2002];X:\2002\Weißer Oleander (2002, FSK12, 1272x712).mkv;09.01.2017;;2002;12;109;720p;4577;"USA";7,2;26024;0;0;"Drama ";"";0;0;0;0
9919;"Welcome - Grenze der Hoffnung";"Welcome";[HD 2009(G-Z)-2010(A-F)];X:\2009(N-Z)\Welcome - Grenze der Hoffnung (2009, FSK12, 1920x816).mkv;08.11.2018;;2009;12;109;1080p;9123;"Frankreich";7,6;6654;0;61;"Drama ";"";0;0;0;0
10461;"Welcome Home";"";[HD 2018(G-Z)-2019(A-Z)];X:\2018(N-Z)\Welcome Home (2018, FSK16, 1920x800).mkv;10.01.2019;;2018;16;97;1080p;4249;"USA";5,1;912;14;38;"Thriller ";"";0;0;0;0
585;"Welcome to New York";"";[HD 2013(I-Z)-2014(A-Z)];X:\2014(N-Z)\Welcome to New York (2014, FSK12, 1920x1080).mkv;11.03.2015;;2014;12;125;1080p;8939;"USA";5,4;3144;0;71;"Drama ";"";0;0;0;0
5973;"Welcome to Norway";"";[HD 2016(A-Z)];X:\2016(N-Z)\Welcome to Norway (2016, FSK6, 1920x808).mkv;16.04.2017;;2016;6;94;1080p;4188;"Norwegen";6,3;470;0;0;"Drama Komödie ";"";0;0;0;0
12115;"Welcome to Sodom";"";;X:\NEU\Welcome to Sodom (2018, FSK6, 1920x1080).mkv;05.12.2019;;2018;6;91;1080p;11161;"Österreich";7,1;207;;0;"Dokumentation ";"";0;0;0;0
3260;"Welcome to the Space Show";"";[Kinder-Filme+Trick];X:\Kinder Anime\Div Anime\Welcome to the Space Show (2010, FSK6, 1280x720).mkv;25.02.2016;;2010;6;130;720p;2150;"Japan";6,8;728;0;0;"Sci-Fi Abenteuer Animation/Trick Familie ";"";0;0;0;0
819;"Welle, Die";"Wave, The (Originaltitel)";[HD 2008(G-Z)-2009(A-F)];X:\2008(N-Z)\Welle, Die (2008, FSK12, 1920x816).mkv;29.03.2015;;2008;12;107;1080p;9216;"Deutschland";7,6;92659;0;0;"Drama Thriller ";"";0;0;0;0
10346;"Welt des Xi Jinping, Die";"";[HD Serien(SU-Z)+Dokus+Musik];X:\Dokumentationen\Biografie\Welt des Xi Jinping, Die (2018, FSK0, 1280x720).mkv;29.12.2018;;2018;0;74;720p;1771;"";0,0;0;0;0;"Dokumentation ";"";0;0;0;0
10107;"Welt gehört dir, Die";"";[HD 2018(G-Z)-2019(A-Z)];X:\2018(N-Z)\Welt gehört dir, Die (2018, FSK, 1920x1080).mkv;03.12.2018;;2018;;100;1080p;3604;"Frankreich";6,8;795;0;74;"Komödie Krimi ";"";0;0;0;0
6263;"Wen die Geister lieben";"Ghost Town";[HD 2008(G-Z)-2009(A-F)];X:\2008(N-Z)\Wen die Geister lieben (2008, FSK, 1920x1080).mkv;23.05.2017;;2008;;102;1080p;9318;"USA";6,7;62450;0;0;"Drama Komödie Fantasy Liebe ";"";0;0;0;0
10995;"Wen würdest du auf eine einsame Insel mitnehmen?";"";[HD 2018(G-Z)-2019(A-Z)];X:\2019(N-Z)\Wen würdest du auf eine einsame Insel mitnehmen (2019, FSK, 1920x1080).mkv;16.04.2019;;2019;;93;1080p;2068;"Spanien";5,3;397;0;0;"Drama ";"";0;0;0;0
11896;"Wendezeit-Mission Doppelagentin";"Wendezeit (Englischer Titel)";[HD 2018(G-Z)-2019(A-Z)];X:\2019(N-Z)\Wendezeit-Mission Doppelagentin (2019, FSK12, 1280x720).mkv;08.10.2019;;2019;12;118;720p;2150;"Deutschland";7,1;92;;0;"Thriller Drama Liebe ";"";0;0;0;0
6559;"Wendy - Der Film";"";[Kinder-Filme+Trick];X:\Kinder Collections\Wendy\Wendy - Der Film (2017, FSK, 1920x1040).mkv;10.07.2017;;2017;;87;1080p;5857;"Deutschland";5,5;55;0;0;"Abenteuer Familie ";"";0;0;0;0
9530;"Wendy 2 - Freundschaft für immer";"";[Kinder-Filme+Trick];X:\Kinder Collections\Wendy\Wendy 2 - Freundschaft für immer (2018, FSK0, 1920x1040).mkv;06.09.2018;;2018;0;92;1080p;5734;"Deutschland";5,6;20;0;0;"Drama Komödie Familie Sport ";"";0;0;0;0
4312;"Wenn der Postmann zweimal klingelt";"The Postman Always Rings Twice";[HD 1980-1986];X:\1981\Wenn der Postmann zweimal klingelt (1981, FSK16, 1920x1080).mkv;05.09.2016;;1981;16;121;1080p;9850;"USA";6,6;17091;0;0;"Krimi Drama Thriller Liebe ";"";0;0;0;0
1528;"Wenn der Wind weht";"When the Wind Blows";[Kinder-Filme+Trick];X:\Kinder Filme (N-Z)\Wenn der Wind weht (1986, FSK6, 964x720).mkv;14.07.2015;;1986;6;80;720p;2539;"England";7,8;8450;0;0;"Animation/Trick Drama Krieg ";"";0;0;0;0
2905;"Wenn die Gondeln Trauer tragen";"Don't Look Now";[HD 1971-1979];X:\1973\Wenn die Gondeln Trauer tragen (1973, FSK16, 1920x1040).mkv;30.12.2015;;1973;16;110;1080p;10076;"England";7,3;40798;0;0;"Thriller Horror Drama ";"";0;0;0;01
2773;"Wenn die Ketten brechen";"Captain Lightfoot";[HD 1900-1970];X:\1950-1959\Wenn die Ketten brechen (1955, FSK12, 1920x816).mkv;14.12.2015;;1955;12;91;1080p;6717;"USA";6,3;578;0;0;"Drama Abenteuer Krieg Liebe Geschichte ";"";0;0;0;0
11191;"Wenn du König wärst";"The Kid Who Would Be King (Englischer Titel)";[HD 2018(G-Z)-2019(A-Z)];X:\2019(N-Z)\Wenn du König wärst (2019, FSK6, 1920x808).mkv;10.05.2019;;2019;6;121;1080p;9502;"England";6,0;6860;0;66;"Action Abenteuer Fantasy Familie ";"";0;0;0;0
7181;"Wenn du stirbst, zieht dein ganzes Leben an dir vorbei, sagen sie";"Before I Fall";[HD 2017(A-Z)-2018(A-F)];X:\2017(N-Z)\Wenn du stirbst, zieht dein ganzes Leben an dir vorbei, sagen sie (2017, FSK12, 1920x800).mkv;04.10.2017;;2017;12;98;1080p;7987;"USA";6,4;35292;0;58;"Drama Mystery ";"";0;0;0;0
11333;"Wenn er in die Hölle will, laß ihn gehen";"The Challenge (Englischer Titel)";[Gemischt-01+Anime];X:\1982\Wenn er in die Hölle will, laß ihn gehen (1982, FSK16, 1920x1040).mkv;19.06.2019;;1982;16;109;1080p;8130;"USA";6,4;1715;0;0;"Action Drama ";"";0;0;0;0
8914;"Wenn es Nacht wird in Manhattan";"Cotton Comes to Harlem";[HD 1900-1970];X:\1970\Wenn es Nacht wird in Manhattan (1970, FSK16, 1920x1080).mkv;07.05.2018;;1970;16;92;1080p;7157;"USA";6,6;1373;0;0;"Action Komödie ";"";0;0;0;0
6713;"Wenn es Nacht wird in Paris";"Touchez Pas au Grisbi (Englischer Titel)";[HD 1900-1970];X:\1950-1959\Wenn es Nacht wird in Paris (1954, FSK18, 1440x1080).mkv;08.08.2017;;1954;18;96;1080p;5591;"Frankreich";8,0;5069;0;0;"Drama Krimi ";"";0;0;0;0
4811;"Wenn Guffmann kommt";"Waiting for Guffman";[HD 1996-2002];X:\1996\Wenn Guffmann kommt (1996, FSK, 1280x720).mkv;18.11.2016;;1996;;80;720p;2539;"USA";7,6;23017;0;0;"Komödie ";"";0;0;0;0
3580;"Wenn ich bleibe";"If I Stay";[HD 2013(I-Z)-2014(A-Z)];X:\2014(N-Z)\Wenn ich bleibe (2014, FSK6, 1920x800).mkv;06.05.2016;;2014;6;106;1080p;7925;"USA";6,8;87346;0;0;"Drama Musik Fantasy Liebe ";"";0;0;0;0
11068;"Wenn Katelbach kommt...";"Cul-De-Sac (Englischer Titel)";[Gemischt-01+Anime];X:\1966\Wenn Katelbach kommt... (1966, FSK16, 1808x1080).mkv;24.04.2019;;1966;16;112;1080p;8960;"England";7,2;10230;0;0;"Thriller Drama Komödie ";"";0;0;0;0
4755;"Wenn Liebe so einfach wäre";"It's Complicated";[HD 2009(G-Z)-2010(A-F)];X:\2009(N-Z)\Wenn Liebe so einfach wäre (2009, FSK12, 1920x1040).mkv;14.11.2016;;2009;12;120;1080p;10547;"USA";6,6;70896;0;0;"Komödie Drama Liebe ";"";0;0;0;0
4782;"Wenn Louis eine Reise tut";"";[HD Collection-7+mehr(A-Z)+Person];X:\Person\Louis de Funès\Wenn Louis eine Reise tut (1958, FSK6, 624x384).avi;15.11.2016;;1958;6;82;SD;699;"Frankreich";6,1;329;0;0;"Komödie ";"";0;0;0;0
1154;"Wenn Träume fliegen lernen";"Finding Neverland";[HD 2003-2004-2005(A-F)];X:\2004(N-Z)\Wenn Träume fliegen lernen (2004, FSKo.Al., 1920x816).mkv;29.05.2015;;2004;0;106;1080p;11059;"USA";7,7;187998;0;67;"Biographie Drama Familie ";"";01;06;0;0
10802;"Wer den Wind sät";"Inherit the Wind (Englischer Titel)";[Gemischt-01+Anime];X:\1960\Wer den Wind sät (1960, FSK12, 1280x720).mkv;08.03.2019;;1960;12;122;720p;6512;"USA";8,2;24275;0;0;"Drama Geschichte Biographie ";"";0;04;0;0
1825;"Wer die Nachtigall stört";"To Kill a Mockingbird";[HD 1900-1970];X:\1962\Wer die Nachtigall stört (1962, FSK12, 1920x1040).mkv;26.08.2015;;1962;12;129;1080p;7608;"USA";8,3;262085;0;87;"Drama ";"";03;05;03;0
4938;"Wer früher stirbt, ist länger tot";"";[HD 2005(G-Z)-2006(A-Z)];X:\2006(N-Z)\Wer früher stirbt, ist länger tot (2006, FSK6, 1920x816).mkv;02.12.2016;;2006;6;105;1080p;4126;"Deutschland";7,6;4759;0;0;"Drama Komödie ";"";0;0;0;0
5772;"Wer Gewalt sät";"Straw Dogs";[HD 1971-1979];X:\1971\Wer Gewalt sät (1971, FSK16, 1920x1080).mkv;20.03.2017;;1971;16;117;1080p;8140;"England";7,5;46918;0;0;"Thriller Drama Krimi ";"";0;01;0;0
4154;"Wer hat Angst vor Virginia Woolf?";"Who's Afraid of Virginia Woolf?";[HD 1900-1970];X:\1966\Wer hat Angst vor Virginia Woolf (1966, FSK18, 1920x1080).mkv;27.07.2016;;1966;18;130;1080p;10117;"USA";8,1;57173;0;0;"Drama ";"";05;08;0;03
11672;"Wer hat Jupiters Po gestohlen?";"Wer hat den Schenkel von Jupiter geklaut? Eine verrückte Hochzeit (Englischer Titel)";[Gemischt-01+Anime];X:\1980\Wer hat Jupiters Po gestohlen (1980, FSK12, 1808x1080).mkv;14.08.2019;;1980;12;100;1080p;8960;"Frankreich";6,2;742;0;0;"Komödie ";"";0;0;0;0
9417;"Wer ist Daddy?";"Father Figures";[HD 2017(A-Z)-2018(A-F)];X:\2017(N-Z)\Wer ist Daddy (2017, FSK12, 1920x800).mkv;30.08.2018;;2017;12;112;1080p;7649;"USA";5,4;11389;0;22;"Komödie ";"";0;0;0;0
976;"Wer ist die Braut?";"The Decoy Bride";[HD 2011(G-Z)];X:\2011(N-Z)\Wer ist die Braut (2011, FSK, 1920x800).mkv;30.04.2015;;2011;;89;1080p;5509;"England";6,2;9610;0;42;"Komödie Drama Liebe ";"";0;0;0;0
550;"Wer ist Hanna?";"Hanna";[HD 2011(G-Z)];X:\2011(N-Z)\Wer ist Hanna (2011, FSK16, 1920x800).mkv;08.03.2015;;2011;16;111;1080p;5672;"USA";6,8;173750;0;65;"Action Drama Thriller ";"";0;0;0;0
8915;"Wer ist mein Mann?";"The Seven Year Hitch";[HD 2012(N-Z)-2013(A-H)];X:\2012(N-Z)\Wer ist mein Mann (2012, FSK6, 1920x1080).mkv;07.05.2018;;2012;6;86;1080p;3676;"USA";6,1;1067;0;0;"Komödie Liebe ";"";0;0;0;0
5203;"Wer ist Mr. Cutty?";"The Associate";[HD 1996-2002];X:\1996\Wer ist Mr. Cutty (1996, FSK6, 1920x1080).mkv;30.12.2016;;1996;6;104;1080p;5877;"USA";6,0;6211;0;0;"Komödie ";"";0;0;0;0
5297;"Wer kriegt den Hund?";"Who Gets the Dog?";[HD 2016(A-Z)];X:\2016(N-Z)\Wer kriegt den Hund (2016, FSK0, 1920x816).mkv;11.01.2017;09.02.2017;2016;0;92;1080p;6553;"USA";4,7;307;0;0;"Komödie ";"";0;0;0;0
4891;"Wer küßt schon einen Leguan?";"";[HD 2003-2004-2005(A-F)];X:\2004(N-Z)\Wer küßt schon einen Leguan (2004, FSK, 1280x720).mkv;29.11.2016;;2004;;undefiniert;720p;4567;"Deutschland";6,8;208;0;0;"Drama Familie ";"";0;0;0;0
10370;"Wer reißt denn gleich vorm Teufel aus";"";[Kinder-Filme+Trick];X:\Märchen\Wer reißt denn gleich vorm Teufel aus (1977, FSK, 1280x720).mkv;02.01.2019;;1977;;88;720p;4249;"Ost-Deutschland";6,7;65;0;0;"Fantasy Familie ";"";0;0;0;0
2516;"Wer schluckt schon gerne blaue Bohnen?";"The Duchess and the Dirtwater Fox";[HD Eastern+Western];X:\HD-Western-1960-1979\Wer schluckt schon gerne blaue Bohnen (1976, FSK16, 1920x816).mkv;16.11.2015;;1976;16;100;1080p;8611;"USA";5,7;1442;0;0;"Komödie Western ";"";0;0;0;0
9783;"Wer setzt auf die Braut?";"Betting on the Bride";[HD 2017(A-Z)-2018(A-F)];X:\2017(N-Z)\Wer setzt auf die Braut (2017, FSK, 1920x1080).mkv;28.10.2018;;2017;;82;1080p;3696;"USA";5,7;263;0;0;"Liebe ";"";0;0;0;0
3752;"Wer Sturm sät";"Inherit the Wind";[HD 1996-2002];X:\1999\Wer Sturm sät (1999, FSK, 1920x1080).mkv;31.05.2016;;1999;;108;1080p;6297;"USA";7,4;1294;0;0;"Drama ";"";0;0;01;0
6644;"Wer war Jesus";"";[HD Serien(SU-Z)+Dokus+Musik];X:\Dokumentationen\Kirche\Wer war Jesus\Seine_Kindheit_Wer_war_Jesus_(1_3).mkv;28.07.2017;;2011;0;47;720p;1454;"";0,0;0;0;0;"Dokumentation ";"";0;0;0;0
1055;"Wer weiß, wohin?";"";[HD 2011(G-Z)];X:\2011(N-Z)\Wer weiß, wohin (2011, FSK, 1920x816).mkv;15.05.2015;;2011;;110;1080p;8140;"Frankreich";7,5;9660;0;60;"Komödie Drama ";"";0;0;0;0
8916;"Wer wenn nicht wir";"";[HD 2011(G-Z)];X:\2011(N-Z)\Wer wenn nicht wir (2011, FSK12, 1920x816).mkv;07.05.2018;;2011;12;125;1080p;6809;"Deutschland";6,4;1072;0;0;"Drama Biographie ";"";0;0;0;0
2381;"Wer's glaubt, wird selig";"";[HD 2012(N-Z)-2013(A-H)];X:\2012(N-Z)\Wer's glaubt, wird selig (2012, FSK6, 1920x816).mkv;04.11.2015;;2012;6;101;1080p;4689;"Deutschland";6,2;606;0;0;"Komödie ";"";0;0;0;0
8164;"Werk Gottes, Ein";"Something the Lord Made";[HD 2003-2004-2005(A-F)];X:\2004(N-Z)\Werk Gottes, Ein (2004, FSK6, 1920x1080).mkv;02.02.2018;;2004;6;110;1080p;11264;"USA";8,3;10399;0;0;"Drama Biographie ";"";0;0;0;0
10919;"Werk ohne Autor";"";[HD 2018(G-Z)-2019(A-Z)];X:\2018(N-Z)\Werk ohne Autor (2018, FSK12, 1920x1040).mkv;03.04.2019;17.05.2019;2018;12;189;1080p;9676;"Deutschland";7,7;2726;0;69;"Thriller Drama Geschichte ";"";0;02;0;0
4708;"Werner 1 - Beinhart!";"";[Kinder-Filme+Trick];X:\Kinder Collections\Werner\Werner 1 - Beinhart! (1990, FSK6, 1280x688).mkv;08.11.2016;;1990;6;89;720p;6144;"Deutschland";6,7;3928;0;0;"Action Animation/Trick Komödie ";"";0;0;0;0
10519;"Werner 2 - Das muss kesseln!!!";"";[Kinder-Filme+Trick];X:\Kinder Collections\Werner\Werner 2 - Das muss kesseln!!! (1996, FSK6, 1920x1032).mkv;18.01.2019;;1996;6;75;1080p;4392;"Deutschland";5,5;2734;0;0;"Action Sci-Fi Komödie Animation/Trick ";"";0;0;0;0
10609;"Werner 3 - Volles Rooäää (Fäkalstau in Knöllerup)";"Werner - Volles Rooäää!!! (Englischer Titel)";[Kinder-Filme+Trick];X:\Kinder Collections\Werner\Werner 3 - Volles Rooäää (Fäkalstau in Knöllerup) (1999, FSK6, 1920x1080).mkv;03.02.2019;;1999;6;70;1080p;6707;"Deutschland";5,3;2218;0;0;"Action Komödie Animation/Trick ";"";0;0;0;0
3597;"Werner 4 - Gekotzt wird später!";"";[Kinder-Filme+Trick];X:\Kinder Collections\Werner\Werner 4 - Gekotzt wird später! (2003, FSK6, 1920x1040).mkv;07.05.2016;;2003;6;80;1080p;3041;"Deutschland";5,4;1497;0;0;"Komödie Animation/Trick ";"";0;0;0;0
1747;"Werner 5 - Eiskalt!";"";[Kinder-Filme+Trick];X:\Kinder Collections\Werner\Werner 5 - Eiskalt! (2011, FSK6, 1920x1040).mkv;13.08.2015;;2011;6;93;1080p;5847;"Deutschland";4,3;1017;0;0;"Komödie Animation/Trick ";"";0;0;0;0
6570;"Wert des Menschen, Der";"";[HD 2015(A-Z)];X:\2015(N-Z)\Wert des Menschen, Der (2015, FSK0, 1920x808).mkv;12.07.2017;;2015;0;91;1080p;6144;"Frankreich";6,8;3914;0;0;"Drama ";"";0;0;0;0
7593;"Werwolf von Tarker Mills";"Silver Bullet";[HD Collection-7+mehr(A-Z)+Person];X:\Person\Stephen King\Werwolf von Tarker Mills (1985, FSK16, 1920x824).mkv;22.11.2017;;1985;16;94;1080p;6707;"USA";6,4;18687;0;0;"Horror ";"";0;0;0;0
1832;"West Side Story";"";[HD 1900-1970];X:\1961\West Side Story (1961, FSK12, 1920x896).mkv;26.08.2015;;1961;12;152;1080p;11776;"USA";7,6;84448;0;86;"Krimi Drama Musical Liebe Thriller ";"";10;01;03;0
8917;"Westen";"";[HD 2013(I-Z)-2014(A-Z)];X:\2013(N-Z)\Westen (2013, FSK12, 1920x808).mkv;07.05.2018;;2013;12;102;1080p;8130;"Deutschland";6,5;768;0;0;"Drama ";"";0;0;0;0
10511;"Western";"";[HD 2017(A-Z)-2018(A-F)];X:\2017(N-Z)\Western (2017, FSK12, 1920x1040).mkv;18.01.2019;;2017;12;120;1080p;8960;"Deutschland";7,1;2096;0;81;"Drama ";"";0;0;0;0
10788;"Western Union - Der Überfall der Ogalalla";"Western Union (Englischer Titel)";[HD Eastern+Western];X:\HD-Western-1900-1959\Western Union - Der Überfall der Ogalalla (1941, FSK16, 1280x720).mkv;25.02.2019;;1941;16;91;720p;4884;"USA";6,8;2091;0;0;"Western Geschichte ";"";0;0;0;0
11583;"Westwall - Die Geschichte einer Grenze, Der";"";[HD Serien(SU-Z)+Dokus+Musik];X:\Dokumentationen\Geschichte+Politik\Westwall - Die Geschichte einer Grenze, Der (2019, FSK0, 1280x720).mkv;31.07.2019;;2019;0;89;720p;4198;"";0,0;0;0;0;"Dokumentation ";"";0;0;0;0
6525;"Westwind";"";[HD 2011(G-Z)];X:\2011(N-Z)\Westwind (2011, FSK6, 672x368).avi;05.07.2017;;2011;6;89;SD;999;"Deutschland";6,9;337;0;0;"Drama Komödie Liebe ";"";0;0;0;0
988;"Westworld";"";[HD Collection-2(A-Z)-3(A-M)];X:\2-Dilogie(N-Z)\Westworld-Futureworld\Westworld (1973, FSK16, 1920x800).mkv;03.05.2015;06.05.2015;1973;16;88;1080p;6707;"USA";7,0;44713;0;77;"Action Sci-Fi Thriller Western ";"";0;0;0;0
4551;"Westworld";"";[HD Serien(SU-Z)+Dokus+Musik];X:\HD-Serien\Westworld S01\Westworld S01E01 Subbed.mkv;11.10.2016;;2016;;68;720p;1269;"USA";9,2;64742;0;0;"Drama Sci-Fi Western Mystery TV-Serie ";"";0;0;0;0
2985;"Westwärts zieht der Wind";"Paint Your Wagon";[HD Eastern+Western];X:\HD-Western-1960-1979\Westwärts zieht der Wind (1969, FSK16, 712x304).avi;13.01.2016;;1969;16;157;SD;1617;"USA";6,7;10691;0;0;"Drama Komödie Western Liebe Musical ";"";0;01;0;0
11492;"Westwärts!";"Westward Ho (Englischer Titel)";[HD Eastern+Western];X:\HD-Western-Collections\John Wayne\Westwärts! (1935, FSK12, 1488x1080).mkv;16.07.2019;;1935;12;60;1080p;5591;"USA";5,7;385;0;0;"Drama Western Geschichte ";"";0;0;0;0
11306;"Wetterextreme im Universum";"";[HD Serien(SU-Z)+Dokus+Musik];X:\Dokumentationen\Weltraum\Wetterextreme im Universum (2019, FSK, 1280x720).mkv;17.06.2019;;2019;;43;720p;913;"";0,0;0;0;0;"Dokumentation ";"";0;0;0;0
1830;"Whale Rider";"";[HD 1996-2002];X:\2002\Whale Rider (2002, FSK6, 1920x816).mkv;26.08.2015;;2002;6;101;1080p;7383;"Neuseeland";7,6;37012;0;80;"Drama Familie ";"";0;01;0;01
6221;"What a Man";"";[HD 2011(G-Z)];X:\2011(N-Z)\What a Man (2011, FSK12, 1920x816).mkv;17.05.2017;;2011;12;94;1080p;3737;"Deutschland";5,6;3172;0;0;"Komödie Liebe ";"";0;0;0;0
8321;"What Happened to Monday?";"What Happened to Monday";[HD 2017(A-Z)-2018(A-F)];X:\2017(N-Z)\What Happened to Monday (2017, FSK16, 1920x808).mkv;21.02.2018;19.01.2019;2017;16;123;1080p;5601;"England";6,9;74615;0;47;"Action Thriller Drama Sci-Fi Abenteuer Krimi Mystery ";"";0;0;0;0
4860;"What Happened, Miss Simone?";"";[HD Serien(SU-Z)+Dokus+Musik];X:\Dokumentationen\Biografie\What Happened, Miss Simone (2015, FSK, 1920x1080).mkv;24.11.2016;;2015;;102;1080p;8110;"USA";7,6;6953;89;0;"Musik Dokumentation Biographie ";"";0;01;0;0
10407;"What Keeps You Alive";"";[HD 2018(G-Z)-2019(A-Z)];X:\2018(N-Z)\What Keeps You Alive (2018, FSK16, 1920x808).mkv;04.01.2019;;2018;16;99;1080p;3348;"Kanada";5,8;1658;82;66;"Thriller Horror ";"";0;0;0;0
7149;"What We Become";"";[HD 2015(A-Z)];X:\2015(N-Z)\What We Become (2015, FSK16, 1920x800).mkv;29.09.2017;;2015;16;80;1080p;5693;"Dänemark";5,6;2281;0;0;"Thriller Horror ";"";0;0;0;0
10920;"Whatever Happens";"";[HD 2017(A-Z)-2018(A-F)];X:\2017(N-Z)\Whatever Happens (2017, FSK6, 1920x800).mkv;03.04.2019;;2017;6;96;1080p;2682;"Deutschland";5,9;149;0;0;"Drama ";"";0;0;0;0
8918;"Whatever Works - Liebe sich wer kann";"Whatever Works";[HD 2009(G-Z)-2010(A-F)];X:\2009(N-Z)\Whatever Works - Liebe sich wer kann (2009, FSK12, 1920x1040).mkv;07.05.2018;;2009;12;91;1080p;8130;"USA";7,2;64762;0;0;"Komödie Liebe ";"";0;0;0;0
7390;"Wheelman";"";[HD 2017(A-Z)-2018(A-F)];X:\2017(N-Z)\Wheelman (2017, FSK, 1920x1080).mkv;08.11.2017;;2017;;82;1080p;1843;"USA";6,4;12672;87;66;"Action Thriller Krimi Mystery ";"";0;0;0;0
5570;"When Animals Dream";"";[HD 2013(I-Z)-2014(A-Z)];X:\2014(N-Z)\When Animals Dream (2014, FSK16, 1920x808).mkv;17.02.2017;;2014;16;84;1080p;6225;"Dänemark";5,8;2689;0;0;"Horror Drama Mystery ";"";0;0;0;0
8919;"When in Rome - Fünf Männer sind vier zuviel";"When in Rome";[HD 2010(G-Z)-2011(A-F)];X:\2010(N-Z)\When in Rome - Fünf Männer sind vier zuviel (2010, FSK0, 1920x800).mkv;07.05.2018;;2010;0;90;1080p;6737;"USA";5,6;55143;0;0;"Komödie Liebe ";"";0;0;0;0
8920;"When the Game Stands Tall";"";[HD 2013(I-Z)-2014(A-Z)];X:\2014(N-Z)\When the Game Stands Tall (2014, FSK6, 1920x1040).mkv;07.05.2018;;2014;6;110;1080p;8417;"USA";6,7;13980;19;0;"Drama Familie Sport ";"";0;0;0;0
8234;"When We First Met";"";[HD 2018(G-Z)-2019(A-Z)];X:\2018(N-Z)\When We First Met (2018, FSK, 1920x1080).mkv;11.02.2018;;2018;;97;1080p;4116;"USA";6,4;29551;43;36;"Komödie ";"";0;0;0;0
8922;"Where Hope Grows";"";[HD 2013(I-Z)-2014(A-Z)];X:\2014(N-Z)\Where Hope Grows (2014, FSK6, 1920x800).mkv;07.05.2018;;2014;6;98;1080p;6277;"USA";6,6;2597;0;0;"Drama Familie ";"";0;0;0;0
