Nr;Titel;Original Titel;Platte;Pfad;Hinzugefügt;Gesehen;Jahr;FSK;Dauer;Auflösung;Größe in MB;Land;IMDB Wertung;IMDB Anzahl;Tomatometer;Metascore;Genres;Kommentar;Oscar gewonnen;Oscar nominiert;GoldenGlobe;BAFTA
350;"Whiplash";"";[HD 2013(I-Z)-2014(A-Z)];X:\2014(N-Z)\Whiplash (2014, FSK12, 1920x804).mkv;17.02.2015;01.07.2015;2014;12;107;1080p;9922;"USA";8,5;576892;0;88;"Drama Musik ";"";03;02;01;03
9010;"Whiskey Bandit - Allein gegen das Gesetz";"Whisky Robber, The (Originaltitel)";[HD 2017(A-Z)-2018(A-F)];X:\2017(N-Z)\Whiskey Bandit - Allein gegen das Gesetz (2017, FSK16, 1920x800).mkv;18.05.2018;;2017;16;127;1080p;5468;"Ungarn";7,7;5353;0;0;"Action Drama Abenteuer Krimi Biographie ";"";0;0;0;0
4351;"Whiskey Tango Foxtrot";"";[HD 2016(A-Z)];X:\2016(N-Z)\Whiskey Tango Foxtrot (2016, FSK12, 1920x1080).mkv;12.09.2016;;2016;12;111;1080p;7710;"USA";6,6;27751;67;0;"Biographie Komödie Drama Krieg ";"";0;0;0;0
950;"Whistleblower - In gefährlicher Mission";"";[HD 2010(G-Z)-2011(A-F)];X:\2010(N-Z)\Whistleblower - In gefährlicher Mission (2010, FSK16, 1920x816).mkv;27.04.2015;;2010;16;112;1080p;7127;"Kanada";7,2;28951;0;59;"Action Biographie Krimi Drama Thriller ";"";0;0;0;0
11193;"White Boy Rick";"";[HD 2018(G-Z)-2019(A-Z)];X:\2018(N-Z)\White Boy Rick (2018, FSK12, 1920x808).mkv;12.05.2019;;2018;12;111;1080p;7383;"USA";6,4;15221;58;59;"Drama Krimi ";"";0;0;0;0
83;"White House Down";"";[HD 2013(I-Z)-2014(A-Z)];X:\2013(N-Z)\White House Down (2013, FSK12, 1920x800).mkv;02.02.2015;;2013;12;131;1080p;10752;"USA";6,4;186459;0;52;"Action Drama Thriller ";"";0;0;0;0
3208;"White Vengeance - Kampf um die Qin-Dynastie";"White Vengeance (Englischer Titel)";[HD Eastern+Western];X:\HD-Eastern-Classic(N-Z)\White Vengeance - Kampf um die Qin-Dynastie (2011, FSK16, 1920x808).mkv;19.02.2016;;2011;16;137;1080p;6215;"China";6,2;1536;0;0;"Action Drama Geschichte ";"";0;0;0;0
2904;"Whiteout";"";[HD 2009(G-Z)-2010(A-F)];X:\2009(N-Z)\Whiteout (2009, FSK16, 1920x800).mkv;30.12.2015;;2009;16;100;1080p;3962;"USA";5,5;34853;0;0;"Action Thriller Krimi Mystery ";"";0;0;0;0
8930;"Who Killed Marilyn?";"";[HD 2011(G-Z)];X:\2011(N-Z)\Who Killed Marilyn (2011, FSK12, 1920x816).mkv;08.05.2018;;2011;12;103;1080p;8212;"Frankreich";6,7;2287;0;0;"Komödie Krimi Mystery ";"";0;0;0;0
880;"WhoAmI";"Who Am I - Kein System ist sicher";[HD 2013(I-Z)-2014(A-Z)];X:\2014(N-Z)\WhoAmI (2014, FSK12, 1920x808).mkv;10.04.2015;06.05.2015;2014;12;102;1080p;4618;"Deutschland";7,6;37722;0;0;"Krimi Drama Mystery Sci-Fi Thriller ";"";0;0;0;0
8931;"Whole Lotta Sole - Raubfischen in Belfast";"Stand Off (Englischer Titel)";[HD 2011(G-Z)];X:\2011(N-Z)\Whole Lotta Sole - Raubfischen in Belfast (2011, FSK12, 1920x1040).mkv;08.05.2018;;2011;12;89;1080p;8345;"England";5,6;1949;0;0;"Drama Komödie ";"";0;0;0;0
5721;"Why Him?";"";[HD 2016(A-Z)];X:\2016(N-Z)\Why Him (2016, FSK12, 1920x1040).mkv;14.03.2017;;2016;12;111;1080p;7137;"USA";6,3;31550;39;0;"Komödie ";"";0;0;0;0
6834;"Why stop now";"";[HD 2012(N-Z)-2013(A-H)];X:\2012(N-Z)\Why stop now (2012, FSK12, 1920x800).mkv;30.08.2017;;2012;12;87;1080p;7301;"USA";5,6;6747;0;0;"Drama Komödie ";"";0;0;0;0
9974;"Wicker Man, The *OmU*";"";[HD 1971-1979];X:\1973\Wicker Man, The OmU (1973, FSK16, 1920x1040).mkv;15.11.2018;;1973;16;88;1080p;8744;"England";7,6;56855;0;87;"Thriller Horror Mystery ";"Englisch mit dt. Untertiteln";0;0;0;0
1108;"Wickie auf großer Fahrt";"";[Kinder-Filme+Trick];X:\Kinder Filme (N-Z)\Wickie auf großer Fahrt (2011, FSKo.Al., 1920x816) 3D.mkv;20.05.2015;;2011;0;96;1080p;5365;"Deutschland";5,4;1027;0;0;"Action Abenteuer Komödie Familie ";"";0;0;0;0
981;"Wickie auf großer Fahrt";"";[Kinder-Filme+Trick];X:\Kinder Filme (N-Z)\Wickie auf großer Fahrt (2011, FSKo.Al., 1920x816).mkv;02.05.2015;;2011;0;96;1080p;6266;"Deutschland";5,4;1027;0;0;"Action Abenteuer Komödie Familie ";"";0;0;0;0
980;"Wickie und die starken Männer";"";[Kinder-Filme+Trick];X:\Kinder Filme (N-Z)\Wickie und die starken Männer (2009, FSKo.Al., 1920x816).mkv;02.05.2015;;2009;0;85;1080p;5570;"Deutschland";5,6;2545;0;0;"Action Abenteuer Komödie Familie ";"";0;0;0;0
10593;"Widows - Tödliche Witwen";"Widows (Englischer Titel)";[HD 2018(G-Z)-2019(A-Z)];X:\2018(N-Z)\Widows - Tödliche Witwen (2018, FSK16, 1920x808).mkv;28.01.2019;;2018;16;129;1080p;10854;"England";7,3;31238;0;84;"Thriller Drama Krimi ";"";0;0;0;0
1811;"Wie angelt man sich einen Millionär";"How to Marry a Millionaire";[HD 1900-1970];X:\1950-1959\Wie angelt man sich einen Millionär (1953, FSK12, 1920x752).mkv;25.08.2015;;1953;12;95;1080p;7833;"USA";7,0;18122;0;0;"Komödie Drama Liebe ";"";0;01;0;0
8926;"Wie auf Erden";"";[HD Collection-2(A-Z)-3(A-M)];X:\2-Dilogie(N-Z)\Wie im Himmel - Wie auf Erden\Wie auf Erden (2015, FSK6, 1920x808).mkv;08.05.2018;;2015;6;134;1080p;6727;"Schweden";4,7;604;0;0;"Drama Musik Komödie Liebe ";"";0;0;0;0
1267;"Wie ausgewechselt";"The Change-Up";[HD 2011(G-Z)];X:\2011(N-Z)\Wie ausgewechselt (2011, FSK16, 1920x800).mkv;12.06.2015;;2011;16;112;1080p;10035;"USA";6,3;150973;0;39;"Komödie Fantasy ";"";0;0;0;0
1028;"Wie beim ersten Mal";"Hope Springs";[HD 2012(N-Z)-2013(A-H)];X:\2012(N-Z)\Wie beim ersten Mal (2012, FSK6, 1920x800).mkv;08.05.2015;;2012;6;100;1080p;5898;"USA";6,3;37953;0;65;"Komödie Drama Liebe ";"";0;0;0;0
11488;"Wie Blitz und Donner";"Thunder and Lightning (Englischer Titel)";[Gemischt-01+Anime];X:\1977\Wie Blitz und Donner (1977, FSK12, 1920x1040).mkv;16.07.2019;;1977;12;94;1080p;6696;"USA";5,4;325;0;0;"Action Komödie Abenteuer Krimi Liebe ";"";0;0;0;0
3858;"Wie Brüder im Wind";"";[HD 2015(A-Z)];X:\2015(N-Z)\Wie Brüder im Wind (2015, FSK6, 1920x1040).mkv;22.06.2016;;2015;6;97;1080p;7127;"Österreich";6,9;838;0;0;"Drama Abenteuer Familie ";"";0;0;0;0
5775;"Wie das Leben so spielt";"Funny People";[HD 2009(G-Z)-2010(A-F)];X:\2009(N-Z)\Wie das Leben so spielt (2009, FSK12, 1920x1036).mkv;20.03.2017;;2009;12;152;1080p;11673;"USA";6,4;102740;0;0;"Drama Komödie ";"";0;0;0;0
9453;"Wie der Vater ...";"Like Father";[HD 2018(G-Z)-2019(A-Z)];X:\2018(N-Z)\Wie der Vater ... (2018, FSK12, 1920x1080).mkv;03.09.2018;;2018;12;103;1080p;3819;"USA";6,1;12639;0;52;"Drama Komödie ";"";0;0;0;0
386;"Wie der Wind sich hebt";"";[Kinder-Filme+Trick];X:\Kinder Anime\Studio Ghibli\Wie der Wind sich hebt (2013, FSK6, 1920x1040).mkv;20.02.2015;;2013;6;126;1080p;4495;"Japan";7,8;57918;0;83;"Animation/Trick Biographie Drama Geschichte Liebe Krieg ";"";0;01;0;0
6405;"Wie die Karnickel";"";[HD 1996-2002];X:\2002\Wie die Karnickel (2002, FSK16, 710x388).mkv;20.06.2017;;2002;16;84;SD;1044;"Deutschland";5,8;411;0;0;"Komödie ";"";0;0;0;0
8106;"Wie die Mutter, so die Tochter";"";[HD 2017(A-Z)-2018(A-F)];X:\2017(N-Z)\Wie die Mutter, so die Tochter (2017, FSK, 1280x528).mkv;24.01.2018;;2017;;94;720p;2242;"Frankreich";5,0;728;0;0;"Komödie ";"";0;0;0;0
12303;"Wie die Mutter, so die Tochter";"";[HD 2017(A-Z)-2018(A-F)];X:\2017(N-Z)\Wie die Mutter, so die Tochter (2017, FSK0, 1920x800).mkv;12.01.2020;;2017;0;86;1080p;4341;"Frankreich";5,1;944;0;0;"Drama Komödie ";"";0;0;0;0
6350;"Wie durch ein Wunder";"Charlie St. Cloud";[HD 2010(G-Z)-2011(A-F)];X:\2010(N-Z)\Wie durch ein Wunder (2010, FSK6, 1920x800).mkv;09.06.2017;;2010;6;99;1080p;5140;"USA";6,5;50021;0;0;"Drama Fantasy Liebe ";"";0;0;0;0
3504;"Wie ein einziger Tag";"The Notebook";[HD 2003-2004-2005(A-F)];X:\2004(N-Z)\Wie ein einziger Tag (2004, FSK0, 1920x816).mkv;19.04.2016;24.04.2016;2004;0;123;1080p;10209;"USA";7,9;405288;0;0;"Drama Liebe ";"";0;0;0;0
9324;"Wie ein Licht in dunkler Nacht";"Shining Through";[HD 1992-1995];X:\1992\Wie ein Licht in dunkler Nacht (1992, FSK16, 1920x808).mkv;27.07.2018;;1992;16;132;1080p;8140;"USA";6,4;8191;0;0;"Thriller Drama Krieg Liebe ";"";0;0;0;0
3642;"Wie ein Staubkorn im Wind";"Like Dandelion Dust";[HD 2009(G-Z)-2010(A-F)];X:\2009(N-Z)\Wie ein Staubkorn im Wind (2009, FSK, 1920x1080).mkv;11.05.2016;;2009;;104;1080p;7874;"USA";7,1;2355;0;0;"Drama ";"";0;0;0;0
10623;"Wie ein Vogel im Wind";"";[Gemischt-01+Anime];X:\1993\Wie ein Vogel im Wind (1993, FSK, 1920x1080).mkv;04.02.2019;;1993;;88;1080p;8990;"Kanada";5,6;179;0;0;"Drama Komödie Familie ";"";0;0;0;0
5128;"Wie ein weißer Vogel im Schneesturm";"";[HD 2013(I-Z)-2014(A-Z)];X:\2014(N-Z)\Wie ein weißer Vogel im Schneesturm (2014, FSK12, 1920x816).mkv;23.12.2016;;2014;12;91;1080p;8192;"Frankreich";6,4;21718;0;0;"Thriller Drama Mystery ";"";0;0;0;0
5776;"Wie ein wilder Stier";"Raging Bull";[HD 1980-1986];X:\1980\Wie ein wilder Stier (1980, FSK16, 1920x1040).mkv;20.03.2017;;1980;16;129;1080p;11776;"USA";8,2;247110;0;0;"Drama Sport Biographie ";"";02;06;01;02
8933;"Wie ich den Krieg gewann";"How I Won the War";[HD 1900-1970];X:\1967\Wie ich den Krieg gewann (1967, FSK, 1808x1080).mkv;08.05.2018;;1967;;106;1080p;8529;"England";5,8;1987;0;0;"Komödie Krieg ";"";0;0;0;0
985;"Wie im Himmel";"As It Is in Heaven (Englischer Titel)";[HD Collection-2(A-Z)-3(A-M)];X:\2-Dilogie(N-Z)\Wie im Himmel - Wie auf Erden\Wie im Himmel (2004, FSK12, 1920x1040).mkv;03.05.2015;;2004;12;133;1080p;8140;"Schweden";7,6;14959;0;0;"Komödie Drama Musik Liebe ";"";0;01;0;0
8934;"Wie in alten Zeiten";"The Love Punch";[HD 2013(I-Z)-2014(A-Z)];X:\2013(N-Z)\Wie in alten Zeiten (2013, FSK0, 1920x800).mkv;08.05.2018;;2013;0;94;1080p;5457;"Frankreich";5,7;10971;0;0;"Komödie ";"";0;0;0;0
925;"wie keine, Eine";"She's All That";[HD Collection-2(A-Z)-3(A-M)];X:\2-Dilogie(A-F)\Eine - Keine\Eine wie keine (1999, FSKo.Al., 1280x696).mkv;20.04.2015;;1999;0;95;720p;4782;"USA";5,9;76021;0;51;"Komödie Liebe ";"";0;0;0;0
5483;"Wie klaut man eine Million?";"How to Steal a Million";[HD 1900-1970];X:\1966\Wie klaut man eine Million (1966, FSK12, 1280x544).mkv;06.02.2017;;1966;12;118;720p;4648;"USA";7,6;18085;0;0;"Komödie Krimi Liebe ";"";0;0;0;0
10339;"Wie man Dornröschen wachküßt";"Prinzessin Dornröschen (Englischer Titel)";[Kinder-Filme+Trick];X:\Märchen\Wie man Dornröschen wachküßt (1978, FSK0, 958x720).mkv;29.12.2018;;1978;0;83;720p;2191;"Tschechoslowakei ";7,2;411;0;0;"Komödie Abenteuer Fantasy Familie ";"";0;0;0;0
969;"Wie schreibt man Liebe?";"The Rewrite";[HD 2013(I-Z)-2014(A-Z)];X:\2014(N-Z)\Wie schreibt man Liebe (2014, FSKo.Al., 1920x800).mkv;29.04.2015;;2014;0;107;1080p;6184;"USA";6,2;15839;0;51;"Komödie Liebe ";"";0;0;0;0
8962;"Wie werde ich ihn los in 10 Tagen";"How to Lose a Guy in 10 Days";[HD 2003-2004-2005(A-F)];X:\2003(N-Z)\Wie werde ich ihn los in 10 Tagen (2003, FSK0, 1920x1080).mkv;16.05.2018;;2003;0;115;1080p;8949;"USA";6,4;178984;0;0;"Komödie Liebe ";"";0;0;0;0
5142;"Wie überleben wir Weihnachten?";"Surviving Christmas";[HD 2003-2004-2005(A-F)];X:\2004(N-Z)\Wie überleben wir Weihnachten (2004, FSK0, 1920x1080).mkv;23.12.2016;;2004;0;90;1080p;6952;"USA";5,3;17960;0;0;"Komödie Liebe Weihnachten ";"";0;0;0;0
11771;"Wieder allein zu Haus";"Home Alone 3 (Englischer Titel)";[HD Collection-2(A-Z)-3(A-M)];X:\3-Trilogie(G-M)\Kevin Allein\Wieder allein zu Haus (1997, FSK6, 1920x1080).mkv;20.09.2019;;1997;6;102;1080p;6164;"USA";4,4;96240;29;0;"Komödie Krimi Familie ";"";0;0;0;0
8332;"Wiedersehen in Howards End";"Howards End";[HD 1992-1995];X:\1992\Wiedersehen in Howards End (1992, FSK6, 1920x800).mkv;24.02.2018;;1992;6;142;1080p;8990;"England";7,5;23669;0;0;"Drama Liebe ";"";0;0;0;0
1819;"Wiege der Sonne, Die";"Rising Sun";[HD 1992-1995];X:\1993\Wiege der Sonne, Die (1993, FSK16, 1920x1072).mkv;26.08.2015;;1993;16;129;1080p;8130;"USA";6,2;38663;0;56;"Action Thriller Drama Krimi Mystery ";"";0;0;0;0
11537;"Wiegenlied für eine Leiche";"Hush...Hush, Sweet Charlotte (Englischer Titel)";[Gemischt-01+Anime];X:\1964\Wiegenlied für eine Leiche (1964, FSK12, 1920x1040).mkv;22.07.2019;;1964;12;132;1080p;12288;"USA";7,6;11549;81;0;"Thriller Drama Krimi Mystery ";"";0;07;01;0
2052;"Wiegenlied vom Totschlag, Das";"Soldier Blue";[HD Eastern+Western];X:\HD-Western-1960-1979\Wiegenlied vom Totschlag, Das (1970, FSK16, 1920x824).mkv;29.09.2015;;1970;16;112;1080p;9011;"USA";6,9;4308;0;0;"Western Geschichte ";"";0;0;0;0
8963;"Wiener Dog";"Wiener-Dog";[HD 2016(A-Z)];X:\2016(N-Z)\Wiener Dog (2016, FSK12, 1920x1040).mkv;16.05.2018;;2016;12;88;1080p;5785;"USA";5,9;7614;0;0;"Drama Komödie ";"";0;0;0;0
7837;"Wiener Takes All: A Dogumentary";"";[HD 2007(A-Z)-2008(A-F)];X:\2007(N-Z)\Wiener Takes All A Dogumentary (2007, FSK16, 1920x1080).mkv;20.12.2017;;2007;16;98;1080p;12185;"USA";6,1;1269;0;0;"Thriller Drama Krimi ";"";0;0;0;0
10728;"Wilbur - Das Leben ist eins der schwersten";"";[Gemischt-01+Anime];X:\2002\Wilbur - Das Leben ist eins der schwersten (2002, FSK12, 716x440).mkv;22.02.2019;;2002;12;104;SD;999;"Dänemark";6,9;7351;0;69;"Drama Komödie Liebe ";"";0;0;0;0
6094;"Wild";"";[HD 2016(A-Z)];X:\2016(N-Z)\Wild (2016, FSK16, 1920x1040).mkv;28.04.2017;;2016;16;93;1080p;2826;"Deutschland";6,7;654;0;0;"Drama ";"";0;0;0;0
5326;"Wild at Heart - Die Geschichte von Sailor und Lula";"Wild at Heart";[HD 1987-1991];X:\1990\Wild at Heart - Die Geschichte von Sailor und Lula (1990, FSK16, 1920x816).mkv;12.01.2017;;1990;16;125;1080p;16076;"USA";7,2;63262;0;0;"Thriller Drama Komödie Krimi ";"";0;01;0;0
3566;"Wild Bill";"";[HD 2011(G-Z)];X:\2011(N-Z)\Wild Bill (2011, FSK16, 1920x818).mkv;03.05.2016;;2011;16;98;1080p;7444;"England";7,2;10484;0;0;"Drama ";"";0;0;0;0
1982;"Wild Bunch - Sie kannten kein Gesetz, The";"The Wild Bunch";[HD Eastern+Western];X:\HD-Western-1960-1979\Wild Bunch - Sie kannten kein Gesetz, The (1969, FSK16, 1920x816).mkv;15.09.2015;;1969;16;145;1080p;11776;"USA";8,0;70081;0;0;"Action Abenteuer Western ";"";0;02;0;0
1383;"Wild Card";"";[HD 2015(A-Z)];X:\2015(N-Z)\Wild Card (2015, FSK16, 1920x792).mkv;30.06.2015;30.06.2015;2015;16;92;1080p;11059;"USA";5,6;44623;0;40;"Action Krimi Drama Thriller ";"";0;0;0;0
8964;"Wild Chicks";"Still Waiting...";[HD 2009(G-Z)-2010(A-F)];X:\2009(N-Z)\Wild Chicks (2009, FSK, 1920x1080).mkv;16.05.2018;;2009;;89;1080p;8837;"USA";5,0;5260;0;0;"Komödie ";"";0;0;0;0
5958;"Wild Child: Erstklassig zickig";"Wild Child";[HD 2008(G-Z)-2009(A-F)];X:\2008(N-Z)\Wild Child Erstklassig zickig (2008, FSK0, 1920x1040).mkv;09.04.2017;;2008;0;98;1080p;8652;"USA";6,1;39112;0;0;"Drama Komödie Liebe ";"";0;0;0;0
9426;"Wild Horses";"";[HD Eastern+Western];X:\HD-Western-2000-2015\Wild Horses (2015, FSK12, 1920x800).mkv;31.08.2018;;2015;12;103;1080p;4526;"USA";4,8;2705;17;0;"Drama Krimi Western ";"";0;0;0;0
944;"Wild in Blue";"";[FSK18];X:\FSK18-2014\Wild in Blue (2014, FSK, 1280x672).mkv;24.04.2015;;2014;18;82;720p;2304;"USA";5,6;1620;0;0;"Liebe Thriller ";"";0;0;0;0
2850;"Wild Mustang";"American Mustang";[HD 2013(I-Z)-2014(A-Z)];X:\2013(N-Z)\Wild Mustang (2013, FSK6, 1920x1080).mkv;25.12.2015;;2013;6;68;1080p;6236;"USA";7,5;46;0;0;"Familie Dokumentation Western ";"";0;0;0;0
8965;"Wild Seven";"";[HD Eastern+Western];X:\HD-Eastern-Modern(N-Z)\Wild Seven (2011, FSK16, 1920x800).mkv;16.05.2018;;2011;16;109;1080p;8140;"Japan";5,8;298;0;0;"Action ";"";0;0;0;0
1259;"Wild Tales: Jeder dreht mal durch!";"";[HD 2013(I-Z)-2014(A-Z)];X:\2014(N-Z)\Wild Tales Jeder dreht mal durch! (2014, FSK12, 1920x808).mkv;12.06.2015;02.08.2015;2014;12;122;1080p;6983;"Argentinien";8,1;141532;0;77;"Komödie Drama Thriller ";"";0;01;0;01
1693;"Wild Target - Romanze in Blei";"Wild Target";[HD 2010(G-Z)-2011(A-F)];X:\2010(N-Z)\Wild Target - Romanze in Blei (2010, FSK12, 1920x816).mkv;05.08.2015;;2010;12;98;1080p;6871;"England";6,8;33056;0;41;"Action Komödie Krimi ";"";0;0;0;0
3158;"Wild Things";"";[HD 1996-2002];X:\1998\Wild Things (1998, FSK16, 1920x800).mkv;06.02.2016;26.02.2016;1998;16;115;1080p;9390;"USA";6,5;99119;0;52;"Thriller Drama Krimi Mystery ";"";0;0;0;0
8966;"Wildauge - The Midwife";"The Midwife (Englischer Titel)";[HD 2015(A-Z)];X:\2015(N-Z)\Wildauge - The Midwife (2015, FSK16, 1920x808).mkv;16.05.2018;;2015;16;118;1080p;5478;"Finnland";6,0;918;0;0;"Drama Krieg Liebe ";"";0;0;0;0
11194;"Wilde Dynastien";"Dynasties (Originaltitel)";[HD Serien(SU-Z)+Dokus+Musik];X:\Dokumentationen\Tiere\Wilde Dynastien\1. Revolte der Schimpansen.mkv;12.05.2019;;2018;;43;720p;1361;"England";9,3;2333;0;0;"Dokumentation TV-Serie ";"";0;0;0;0
8967;"Wilde Erdbeeren";"Wild Strawberries (Englischer Titel)";[HD 1900-1970];X:\1950-1959\Wilde Erdbeeren (1957, FSK16, 1424x1080).mkv;16.05.2018;;1957;16;92;1080p;7833;"Schweden";8,2;77203;0;0;"Drama Liebe ";"";0;01;01;0
6220;"Wilde Haufen von Navarone, Der";"Force 10 from Navarone";[HD Collection-2(A-Z)-3(A-M)];X:\2-Dilogie(N-Z)\Navarone\Wilde Haufen von Navarone, Der (1978, FSK12, 1920x800).mkv;17.05.2017;;1978;12;118;1080p;6021;"England";6,3;14070;0;0;"Action Drama Krieg ";"";0;0;0;0
1047;"Wilde Kreaturen";"Fierce Creatures";[HD 1996-2002];X:\1997\Wilde Kreaturen (1997, FSK12, 1920x816).mkv;15.05.2015;;1997;12;93;1080p;7915;"England";6,4;21313;0;62;"Komödie ";"";0;0;0;0
10226;"Wilde Kräuter";"";[HD 2018(G-Z)-2019(A-Z)];X:\2018(N-Z)\Wilde Kräuter (2018, FSK, 1920x804).mkv;25.12.2018;;2018;;100;1080p;4659;"Frankreich";7,3;1027;0;0;"Komödie ";"";0;0;0;0
6905;"Wilde Maus";"";[HD 2017(A-Z)-2018(A-F)];X:\2017(N-Z)\Wilde Maus (2017, FSK12, 1920x800).mkv;06.09.2017;;2017;12;98;1080p;4782;"Österreich";6,9;1625;0;0;"Drama Komödie Krimi Liebe ";"";0;0;0;0
9635;"Wilde Planet, Der";"Fantastic Planet (Englischer Titel)";[Kinder-Filme+Trick];X:\HD-Trick\Wilde Planet, Der (1973, FSK6, 1808x1080).mkv;25.09.2018;;1973;6;71;1080p;4474;"Frankreich";7,8;18511;0;0;"Sci-Fi Animation/Trick ";"";0;0;0;0
6169;"Wilde Schaf, Das";"";[HD 1971-1979];X:\1974\Wilde Schaf, Das (1974, FSK16, 1776x1080).mkv;09.05.2017;;1974;16;105;1080p;6717;"Frankreich";7,5;1198;0;0;"Drama Komödie ";"";0;0;0;0
6884;"Wilde Schlag meines Herzens, Der";"The Beat That My Heart Skipped (Englischer Titel)";[HD 2005(G-Z)-2006(A-Z)];X:\2005(N-Z)\Wilde Schlag meines Herzens, Der (2005, FSK16, 1920x1040).mkv;06.09.2017;;2005;16;106;1080p;7331;"Frankreich";7,3;16547;0;0;"Drama Musik Krimi ";"";0;0;0;02
9459;"Wilde Wedding";"";[HD 2017(A-Z)-2018(A-F)];X:\2017(N-Z)\Wilde Wedding (2017, FSK12, 1920x800).mkv;03.09.2018;;2017;12;96;1080p;4423;"USA";5,0;1191;0;31;"Komödie Liebe ";"";0;0;0;0
3522;"Wilde Zeit, Die";"Something in the Air (Englischer Titel)";[HD 2012(N-Z)-2013(A-H)];X:\2012(N-Z)\Wilde Zeit, Die (2012, FSK12, 1280x688).mkv;23.04.2016;;2012;12;121;720p;4403;"Frankreich";6,4;3235;0;0;"Drama ";"";0;0;0;0
8968;"Wilde Zeiten - Alte Freunde neu gemischt!";"A Good Old Fashioned Orgy";[HD 2011(G-Z)];X:\2011(N-Z)\Wilde Zeiten - Alte Freunde neu gemischt! (2011, FSK16, 1920x1040).mkv;16.05.2018;;2011;16;94;1080p;6717;"USA";6,2;19258;0;0;"Komödie Liebe ";"";0;0;0;0
4989;"Wilden Fünf, Die";"The Savage Five (Englischer Titel)";[FSK18];X:\FSK18-Eastern\Wilden Fünf, Die (1974, FSKNot Rated, 1920x808).mkv;07.12.2016;;1974;Not Rated;95;1080p;3676;"Hong-Kong";6,4;140;0;0;"Action Drama Abenteuer ";"";0;0;0;0
5504;"Wilder Westen, inclusive";"";[HD 1987-1991];X:\1988\Wilder Westen, inclusive (1988, FSK0, 448x336).avi;10.02.2017;;1988;0;93;SD;128000;"West-Deutschland";8,2;132;0;0;"TV-Serie ";"";0;0;0;0
11755;"Wilderness";"";[FSK18];X:\FSK18-2000-2009\Wilderness (2006, FSK18, 1920x1080).mkv;20.09.2019;;2006;18;94;1080p;7505;"England";6,1;8768;25;0;"Horror ";"";0;0;0;0
11585;"Wildeste unter Tausend, Der";"Hud (Englischer Titel)";[HD Eastern+Western];X:\HD-Western-1960-1979\Wildeste unter Tausend, Der (1963, FSK16, 1920x816).mkv;01.08.2019;;1963;16;111;1080p;8949;"USA";7,9;17609;85;62;"Drama ";"";03;04;0;01
12038;"Wildeste Westen, Der";"";[Kinder-Filme+Trick];X:\Kinder Collections\Bruno Bozetto\Wildeste Westen, Der (1965, FSK6, 1792x1080).mkv;16.11.2019;;1965;6;86;1080p;6707;"Italien";7,2;433;0;0;"Komödie Animation/Trick Western ";"";0;0;0;0
1480;"Wildgänse kommen, Die";"The Wild Geese";[HD 1971-1979];X:\1978\Wildgänse kommen, Die (1978, FSK16, 1920x1032).mkv;09.07.2015;;1978;16;134;1080p;13004;"England";6,8;10463;0;0;"Action Thriller Drama Abenteuer Krieg ";"";0;0;0;0
6736;"Wildlife Südafrika: Auf den Spuren von weißen Haien und den Big Five";"Abenteuer Südafrika: Auf den Spuren von weißen Haien und den Big Five";[HD Serien(SU-Z)+Dokus+Musik];X:\Dokumentationen\Tiere\Wildlife Südafrika Auf den Spuren von weißen Haien und den Big Five (2012, FSK0, 1920x1080).mkv;10.08.2017;;2012;0;49;1080p;5335;"Deutschland";0,0;0;0;0;"Dokumentation ";"";0;0;0;0
10132;"Wildling";"";[HD 2018(G-Z)-2019(A-Z)];X:\2018(N-Z)\Wildling (2018, FSK16, 1920x804).mkv;11.12.2018;;2018;16;92;1080p;8038;"USA";5,5;6595;69;58;"Thriller Horror Drama Fantasy ";"";0;0;0;0
7133;"William Shakespeares Romeo & Julia";"Romeo + Juliet";[HD 1996-2002];X:\1996\William Shakespeares Romeo & Julia (1996, FSK12, 1920x800).mkv;28.09.2017;;1996;12;120;1080p;11264;"USA";6,8;180092;0;0;"Drama Liebe ";"";0;01;0;04
5944;"Willkommen an der Monster High - Wie alles begann";"Monster High: Welcome to Monster High";[Kinder-Filme+Trick];X:\Kinder Collections\Monster High\Willkommen an der Monster High - Wie alles begann (2016, FSK6, 1920x1080).mkv;07.04.2017;;2016;6;73;1080p;5181;"USA";5,5;209;0;0;"Animation/Trick ";"";0;0;0;0
5937;"Willkommen bei den Hartmanns";"";[HD 2016(A-Z)];X:\2016(N-Z)\Willkommen bei den Hartmanns (2016, FSK12, 1920x800).mkv;07.04.2017;;2016;12;116;1080p;4147;"Deutschland";6,6;776;0;0;"Drama Komödie ";"";0;0;0;0
8969;"Willkommen bei den Korsen";"";[HD 2003-2004-2005(A-F)];X:\2004(N-Z)\Willkommen bei den Korsen (2004, FSK6, 1920x816).mkv;16.05.2018;;2004;6;93;1080p;6666;"Frankreich";5,8;3228;0;0;"Action Komödie Krimi ";"";0;0;0;0
1834;"Willkommen bei den Rileys";"Welcome to the Rileys";[HD 2010(G-Z)-2011(A-F)];X:\2010(N-Z)\Willkommen bei den Rileys (2010, FSK16, 1920x1040).mkv;26.08.2015;;2010;16;110;1080p;7792;"England";7,0;21784;0;50;"Drama ";"";0;0;0;0
